VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
949172,HSB4803,,9491721,567483000,,,621,KMS8833,3,41,INTRA BHUM,INTRA BHUM,TH,TH,BMT,TH,,,,1,"9,757","9,757","4,892","13,021",136,23,7,136,11,9,1,2,,5/3/2012 0:00,,,,,,,115965258,,,,N,"130522 선명,국적,톤수변경",5/6/2013 0:00,Y,,,,,,,,,,,,,,hunjae,3/30/2014 8:31,bpa333-IHS,10/27/2020 15:30,A,19.12.26 업데이트 완료,,,,,,,,"1,006",,
19,7TMF,,9459125,605136720,,D5BV4,20,KMC0748,3,41,IMEDGHASSEN,IMEDGHASSEN,DZ,DZ,ALG,FR,,,,1,"9,998","9,998","5,080","12,754",146,23,6,146,11,,1,2,,8/12/2011 0:00,7/3/2013 0:00,,,,,1093116407,514668702,,,N,N,170525 선명변경,3/30/2019 13:03,Y,,,,,,,,,,,,,,bpa020,5/25/2017 11:11,KLYJSGE6-IHS,10/27/2020 15:36,A,,51600,,,,,,,"1,049",,
9254903,A8AP2,,9254903,636011638,,,20,BSC2152,1,29,ZHEN HUA 36,ZHEN HUA 36,LR,LR,MLW,CN,,CN,,1,"39,625","39,625","11,887","54,022",241,42,9,230,14,,1,2,,8/8/2003 0:00,4/28/2020 17:40,,,,,1087508943,,,,N,,,4/28/2020 17:26,Y,,,,,,,,,,,,,,bpa063004,4/28/2020 17:40,bpa063004-IHS,10/27/2020 15:39,,,59897,,,,,,N,,,
A8HZ5,A8HZ5,,9302621,636012808,,,20,KMC0326,3,41,NAVIOS UTMOST,NAVIOS UTMOST,LR,LR,MLW,CH,,,KMC0326,1,"90,389","90,389","55,275","101,597",336,43,13,321,20,,1,1,,5/23/2006 0:00,,,,,,1045657192,,,,N,,,10/7/2020 7:02,Y,,,,,,,,,,,,,,FBZ567,10/16/2006 11:30,ywhyun-IHS,10/27/2020 15:34,A,,62998,,,,,,,"8,208",,
A8JX3,A8JX3,,9318175,636013001,,,20,KMC2009,1,41,X-PRESS KILIMANJARO,X-PRESS KILIMANJARO,LR,LR,MLW,SG,,,KMC2009,1,"40,110","40,110","24,504","50,689",261,33,12,261,19,,1,1,,9/16/2006 0:00,,,,,,1067092566,,,,N,N,190213 실적톤수/선사 변경,2/13/2019 0:00,Y,,,,,,,,,,,,,,lmk0123,2/16/2014 7:05,bpa161006-IHS,10/27/2020 15:39,A,,50799,,,,,,,"4,253",,
A8DZ2,A8DZ2,,9256212,636013289,,,20,BSB5011,3,41,COLOMBO,COLOMBO,LR,LR,MLW,CN,,,,1,"32,958","32,958","18,083","38,638",222,32,13,207,20,,1,1,,1/20/2004 0:00,4/23/2012 0:00,,,,,1066423513,1076797753,,3,N,N,,4/2/2021 14:58,Y,,,,,,,,,,,,,,bpa020,5/10/2016 9:07,vtms,4/12/2021 6:04,A,,66359,,,,,,,"3,314",,
A8OR4,A8OR4,,9337444,636013689,,,20,KMC0761,3,41,YM UBERTY,YM UBERTY,LR,LR,MLW,TW,,TW,,1,"90,507","90,507","55,413","103,614",319,43,15,329,20,,1,1,,5/1/2008 0:00,,,,,,,,,,,,,12/2/2009 15:27,Y,,,,,,,,,,,,,,SIMA3116,12/2/2009 15:27,KLUSCSE0-IHS,10/27/2020 15:39,A,,,,,,,,,"8,241",,
9337456,A8OR5,,9337456,636013690,,,815,BSZ2394,1,41,NILEDUTCH LION,NILEDUTCH LION,LR,LR,MLW,KR,,TW,KMC0761,1,"90,507","90,507","55,413","103,614",319,43,43,319,20,,1,1,,6/27/2008 0:00,8/8/2016 0:00,,,,,,1057846654,,,N,N,160808 신규등록,2/28/2020 12:43,Y,,,,,,,,,,,,,,bpa020,8/8/2016 9:35,mbzmn02-IHS,10/27/2020 15:39,A,0516014400부산대리점 20.03.18 업데이트,58735,,,,,,N,"8,241",,
9337468,A8OR6,,9337468,636013691,,,20,KMC0761,3,41,YM UPWARD,YM UPWARD,LR,LR,MLW,TW,,TW,KMC0761,1,"90,507","90,507","55,413","103,607",333,43,15,319,20,,1,1,,7/12/2008 0:00,4/25/2018 0:00,,,,,1093328977,,,,N,N,180425 신규등록,4/25/2018 0:00,Y,,,,,,,,,,,,,,bpa163009,4/25/2018 18:38,vtms,2/9/2021 18:02,,,45698,,,,,,,"8,241",,
A8SI5,A8SI5,,9398400,636014219,,,20,KMC0660,3,41,ZIM NINGBO,ZIM NINGBO,LR,LR,MLW,IL,,,,1,"91,158","91,158","60,300","108,427",321,43,15,321,20,,1,1,,7/1/2009 0:00,,,,,,1064825318,0,,,N,N,,12/14/2020 13:55,Y,,,,,,,,,,,,,,sima3116,5/21/2014 11:22,vtms,4/25/2021 22:55,A,,64285,,,,,,,"8,200",,
A8SI6,A8SI6,,9398448,636014220,,,20,KMC0660,3,41,ZIM ANTWERP,ZIM ANTWERP,LR,LR,MLW,IL,,IL,,1,"114,044","114,044","58,784","116,294",337,46,15,337,46,,1,1,,8/1/2009 0:00,,,,,,1050692514,,,,N,N,140303나용구분변경,2/22/2019 10:08,Y,,,,,,,,,,,,,,sima3116,3/3/2014 10:49,vtms,2/1/2021 13:07,A,,50951,,,,,,,"10,062",,
A8SI7,A8SI7,,9398412,636014221,,,20,KMC0660,3,41,ZIM SAN DIEGO,ZIM SAN DIEGO,LR,LR,MLW,IL,,IL,,1,"91,158","91,158","60,300","108,464",321,43,15,321,20,,1,2,,10/1/2009 0:00,3/30/2010 0:00,,,,,,,,,,,,3/30/2010 15:48,Y,,,,,,,,,,,,,,bpa111,11/23/2010 19:09,vtms,5/5/2021 19:06,A,,,,,,,,,"8,200",,
A8SI8,A8SI8,,9398450,636014222,,,20,KMC0660,3,41,ZIM ROTTERDAM,ZIM ROTTERDAM,LR,LR,MLW,IL,,IL,,1,"114,044","114,044","58,784","116,499",337,46,15,337,23,,1,2,,10/1/2009 0:00,,,,,,1064825318,6401759,,,N,N,"140627대리점,나용구분변경",2/7/2020 10:05,Y,,,,,,,,,,,,,,sima3116,6/29/2014 13:22,vtms,3/17/2021 6:12,A,,58279,,,,,,,"10,062",,
A8SJ2,A8SJ2,,9398462,636014224,,,20,KMC0660,3,41,TIANJIN,TIANJIN,LR,LR,MLW,DE,,DE,KMC0660,1,"114,044","114,044","58,784","116,440",349,46,15,334,27,,1,1,,1/10/2010 0:00,,,,,,1050692514,1073026210,,,N,N,180621 대리점변경,6/21/2018 0:00,Y,,,,,,,,,,,,,,bpa020,3/22/2017 9:23,vtms,4/8/2021 7:03,A,,46732,,,,,,,"10,062",,
9247560,A8VC7,,9247560,636014590,,,20,BSC0099,3,41,FOLEGANDROS,FOLEGANDROS,LR,LR,MLW,DK,,,,1,"66,332","66,332","25,129","67,170",266,40,14,266,24,,1,1,,12/25/2001 0:00,6/26/2014 0:00,,,,,1098165350,4424983,,,N,N,150113선명변경 140612선명변경 140411신규등록,8/14/2020 9:14,Y,,,,,,,,,,,,,,sima3116,1/14/2015 17:11,icpa11019011,5/5/2021 17:59,A,,61945,,,,,,,"5,908",,
9464247,A8YT7,,9464247,636015131,,,20,OSL2001,3,41,MALIAKOS,MALIAKOS,LR,LR,MLW,MH,KMS8832,LR,,1,"41,391","41,391","23,615","51,310",262,32,10,249,17,3,1,1,,10/26/2011 0:00,7/30/2015 0:00,,,,,,1040381700,1051656474,3,,N,,9/20/2016 13:25,Y,,,,,,,,,,,,,,bpa020,9/20/2016 13:47,vtms,4/23/2021 23:52,A,,,,,,,,,"4,398",,
4XFX,D5BC5,,9231779,636015496,,4XFX,20,KMC0155,3,41,MEXICO,MEXICO,LR,LR,MLW,DK,,,,1,"53,453","53,453","33,604","66,686",284,32,14,284,18,,1,1,,9/19/2001 0:00,3/12/2012 0:00,,,,,1098165350,1028010295,,,N,N,171116 선명변경,3/19/2019 9:43,Y,,,,,,,,,,,,,,bpa020,11/16/2017 11:19,bpa181019-IHS,10/27/2020 15:29,A,,51366,,,,,,,"4,992",,
9465265,D5BE4,,9465265,636015506,,,20,KMC0326,3,41,MSC VEGA,MSC VEGA,LR,LR,MLW,CH,,CH,,1,"141,635","141,635","63,825","148,580",353,48,16,353,26,,1,1,,1/4/2012 0:00,,,,,,,1045657192,,,,N,"151218 순톤수,운영자국적 변경 120413 운항/대리점 변경",12/15/2011 0:00,Y,,,,,,,,,,,,,,bpa020,12/18/2015 13:36,joon5617,2/21/2021 23:50,A,,,,,,,,,"13,102",,
9465277,A8YN2,,9465277,636015604,,D5BJ3,20,KMC0326,3,41,MSC ALTAIR,MSC ALTAIR,LR,LR,MLW,CH,KMC0326,,,1,"141,635","141,635","63,825","148,642",366,48,16,353,30,,1,1,,9/15/2011 0:00,,,,,,1045657192,,,,N,N,120307 대리점 변경,12/10/2019 13:05,,,,,,,,,,,,,,,lmk0123,3/13/2012 14:08,vtms,3/9/2021 0:00,A,,56954,,,,,,,"13,102",,
9475703,D5BU6,,9475703,636015607,,,20,KMS8802,3,41,HYUNDAI AMBITION,HYUNDAI AMBITION,LR,LR,MLW,KR,,GR,,1,"140,979","140,979","59,132","140,565",367,48,16,353,26,9,1,1,,5/16/2012 0:00,,,,,,1073026210,1045657192,,3,N,N,"171205선명,대리점변경",6/18/2020 6:33,Y,,,,,,,,,,,,,,bpa020,12/5/2017 13:20,vtms,3/3/2021 7:25,A,,60865,,,,,,,"13,100",,
9619426,D5CC7,,9619426,636015664,,,20,BSC0050,,41,MSC ALTAMIRA,MSC ALTAMIRA,LR,LR,MLW,CH,KMC0326,,,1,"94,017","94,017","51,548","112,516",299,48,15,287,21,,1,1,,8/14/2012 0:00,,,,,,1045657192,,,,N,N,,9/10/2019 16:33,Y,,,,,,,,,,,,,,ys0159,9/26/2012 14:37,bpa063004-IHS,10/27/2020 15:29,A,,55185,,,,,,,"8,762",,
9619440,D5CC9,,9619440,636015666,,,20,BSC2175,1,41,MSC ANCHORAGE,MSC ANCHORAGE,LR,LR,MLW,CH,,CH,KMC0326,1,"94,017","94,017","51,548","112,516",299,48,12,287,21,,1,1,,11/23/2012 0:00,,,,,,1045657192,1045657192,,3,N,N,"190218 선명/선사 변경
160701 나용,운항형태변경",2/18/2019 0:00,Y,,,,,,,,,,,,,,bpa020,7/3/2016 22:22,bpa161006-IHS,10/27/2020 15:29,A,,50862,,,,,,,"8,762",,
C6TH7,D5CF6,,9280653,636015686,,C6TH7,30,KMC0155,3,41,GSL VINIA,GSL VINIA,LR,LR,MLW,DK,,LR,,1,"65,247","65,247","37,549","73,235",277,40,13,277,20,,1,1,,4/1/2004 0:00,,,,7/21/2006 0:00,20,1089888891,1091325865,,,N,N,"170920호출부호,선박,선주,운영자국적,선적항 대리점변경",4/16/2020 15:19,Y,,,,,,,,,,,,,,bpa020,9/21/2017 9:39,icpa11019011,4/28/2021 7:38,A,,59665,,,,,,,"5,782",,
9MGS5,D5CN5,,9315379,636015743,,9MGS5,20,KMC0326,3,41,ARCHIMIDIS,ARCHIMIDIS,LR,LR,MLW,CH,,CH,KMC0326,1,"89,776","89,776","57,220","103,717",317,43,15,304,20,,1,1,,5/3/2006 0:00,7/20/2012 0:00,,,,,1045657192,51,,,N,N,"180518 선주국적,길이,대리점변경/120712 호출부호/선명 160621 itc받을것",5/17/2018 0:00,Y,,,,,,,,,,,,,,bpa020,6/28/2016 16:37,vtms,4/19/2021 14:16,A,,46115,,,,,,,"8,266",,
9635652,D5DF2,,9635652,636015860,,,20,KMC0155,N,41,RHODOS,RHODOS,LR,LR,MLW,DK,,,,1,"71,112","71,112","41,072","80,228",259,43,15,259,20,,1,1,,12/14/2012 0:00,,,,,,1098165350,0,,,N,N,,7/29/2019 13:16,Y,,,,,,,,,,,,,,ys0159,1/28/2013 16:03,bpa063004-IHS,10/27/2020 15:29,A,,54355,,,,,,,"6,881",,
9625530,D5DG9,,9625530,636015876,,,820,KMS8802,3,41,HYUNDAI PREMIUM,HYUNDAI PREMIUM,LR,LR,MLW,LR,,,,1,"52,467","52,467","29,745","63,015",243,37,14,242,18,3,1,1,,3/11/2013 0:00,1/8/2014 0:00,,,,,,522616691,,,,N,141024대리점변경 140102 선명변경 / 130726 선명변경,3/4/2013 0:00,Y,,,,,,,,,,,,,,usptms6,2/11/2016 17:50,vtms,4/24/2021 7:16,A,,,,,,,,,"5,023",,
VQPE9,D5DJ5,,9238777,636015897,,VQPE9,20,KMC0155,3,41,ALEXANDER BAY,ALEXANDER BAY,LR,LR,MLW,DK,,,,1,"39,941","39,941","24,458","50,760",245,32,13,245,16,,1,1,,12/27/2002 0:00,11/4/2013 0:00,,,,,1098165350,1031902245,,,N,N,"131030 호출부호, 선박국적 대리점 변경",9/17/2020 15:22,Y,,,,,,,,,,,,,,lmk0123,3/2/2014 19:28,vtms,4/22/2021 16:55,A,,62595,,,,,,,"4,253",,
9625554,D5DY5,,9625554,636016003,,,20,KMS8802,3,41,HYUNDAI PRIVILEGE,HYUNDAI PRIVILEGE,LR,LR,MLW,GR,,,,1,"52,467","52,467","29,745","63,016",243,37,13,242,18,9,1,1,,5/31/2013 0:00,5/20/2013 0:00,,,,,1073026210,,,,N,N,,2/17/2020 15:08,Y,,,,,,,,,,,,,,usptms6,1/28/2016 9:56,ywhyun,3/26/2021 20:59,A,,58483,,,,,,,"5,023",,
3FWH4,D5EF8,,9074042,636016066,,/3FWH4,20,KMC0326,1,41,MSC MESSINA,MSC MESSINA,LR,LR,MLW,CH,,CH,,1,"60,117","60,117","23,180","63,014",300,37,13,300,22,,1,1,N,7/10/2014 0:00,,,,,,,1049160484,,,,N,150507호출부호변경,8/3/2001 0:00,Y,,,,,,,,,,,,,,bpa020,5/15/2015 17:13,bpa020-IHS,10/27/2020 15:29,A,,,,,,,,,"4,953",,
H9NC,D5EM2,,9247546,636016106,,H9NC,20,KMC0123,3,41,ENSENADA,ENSENADA,LR,LR,MLW,TW,,,,1,"66,332","66,332","25,129","67,170",279,40,13,262,24,,1,2,,9/1/2001 0:00,7/13/2015 0:00,,,,,1090918230,516030508,,,N,N,"150713 선박국적,선적항 변경 130711 호출부호변경 180423선명변경",11/25/2020 18:49,Y,,,,,,,,,,,,,,bpa020,7/13/2015 14:36,bpa222,1/16/2021 23:04,A,,63955,,,,,,,"5,828",,
2BSD7,D5EZ3,,9393307,636016201,,2BSD7,20,YSC0034,3,41,HYUNDAI MERCURY,HYUNDAI MERCURY,LR,LR,MLW,GB,,GB,,1,"94,511","94,511","51,638","95,810",325,46,10,325,21,9,1,1,,12/24/2008 0:00,,,,,,1073026210,1074454876,,N,N,N,170517대리점변경,3/19/2019 17:37,Y,,,,,,,,,,,,,,bpa020,5/17/2017 13:23,bpa181019-IHS,10/27/2020 15:29,A,,51386,,,,,,,"8,566",,
A8NQ6,A8NQ6,,9344655,636016648,,,20,KMC0155,,41,CAP PASLEY,CAP PASLEY,LR,LR,MLW,DK,,LR,,1,"22,914","22,914","9,277","28,202",177,28,11,177,17,,1,1,,5/25/2007 0:00,,,,,,1098165350,,,,N,,대리점변경0724,1/8/2020 10:21,Y,,,,,,,,,,,,,,SIMA3116,7/24/2009 10:57,bpa161006-IHS,10/27/2020 15:40,A,,57646,,,,,,,"1,819",,
A8GS3,D5IC7,,9289556,636016853,,5BDB4,20,YSC0005,3,41,CSL MANHATTAN,CSL MANHATTAN,LR,LR,MLW,DE,,,,1,"54,592","54,592","34,532","66,633",294,32,10,294,22,,1,1,,11/30/2004 0:00,2/9/2015 0:00,,,9/8/2007 0:00,20,1066666726,1094502281,,,N,N,161213 선적항 변경,3/12/2020 11:59,Y,,,,,,,,,,,,,,bpa020,12/13/2016 11:10,vtms,4/4/2021 15:44,A,,58992,,,,,,,"5,043",,
9303574,D5IH3,,9303754,636016895,,5BYV3,20,KMS8832,1,41,SOLAR N,SOLAR N,LR,LR,MLW,DK,,,,1,"35,581","35,581","19,407","44,053",212,32,12,212,17,3,1,1,,11/22/2005 0:00,1/28/2014 0:00,,,,,1082425032,4605717,,,N,N,140116 신규등록,7/28/2020 11:15,Y,,,,,,,,,,,,,,sima3116,1/28/2014 10:14,bpa161006-IHS,10/27/2020 15:29,A,,61623,,,,,,,"3,398",,
A8CF3,A8CF3,,9238789,636016940,,,20,KMC0326,3,41,MSC MANU,MSC MANU,LR,LR,MLW,CH,KMC0326,LR,,1,"39,941","39,941","24,458","50,843",260,32,11,245,16,,1,1,,2/4/2003 0:00,12/26/2011 0:00,,,,,1045657192,1091325865,,,N,N,,3/9/2020 14:37,Y,,,,,,,,,,,,,,bpa020,2/12/2016 11:18,bpa161006-IHS,10/27/2020 15:39,A,,58930,,,,,,,"4,253",,
9189366,D5IR7,,9189366,636016978,,,20,KMC0211,1,41,SM TACOMA,SM TACOMA,LR,LR,MLW,DK,,,KMC0155,1,"66,526","66,526","29,460","67,717",265,40,24,265,22,,1,1,,9/21/2000 0:00,1/29/2019 0:00,,,,,1050956413,,,,N,N,190129 신규등록,7/22/2019 9:41,Y,,,,,,,,,,,,,,bpa161006,1/29/2019 14:30,bpa161006-IHS,10/27/2020 15:29,,,54185,,,,,,,"5,936",,
9732591,D5JH6,,9732591,636017102,,,20,KMC0155,3,41,MAERSK SARAT,MAERSK SARAT,LR,LR,MLW,DK,,,,1,"93,702","93,702","51,914","111,614",289,48,15,289,21,,1,1,,10/23/2015 0:00,,,,,,1098165350,514692281,,,N,N,"151203 운항형태,나용변경",5/27/2019 16:34,Y,,,,,,,,,,,,,,bpa020,12/3/2015 9:09,vtms,3/29/2021 14:12,A,,52750,,,,,,,"9,443",,
9740457,D5JH7,,9740457,636017103,,,20,KMC0155,3,41,MAERSK SKARSTIND,MAERSK SKARSTIND,LR,LR,MLW,DK,,,,1,"93,702","93,702","51,914","111,614",289,48,15,289,21,,1,1,,1/8/2016 0:00,,,,,,1098165350,1094502281,,,N,N,,6/12/2019 9:02,Y,,,,,,,,,,,,,,bpa020,12/22/2016 13:24,bpa161006-IHS,10/27/2020 15:29,A,,53297,,,,,,,"9,443",,
